"id_relatorio_gestao","situacao_relatorio_gestao","parecer_relatorio_gestao","id_plano_acao"
7866,"EM_ELABORACAO","Crédito em 30/03/2023: R$ 50.000,00

Execução em 2023: R$ 0,00
Rendimento de aplicação financeira: R$ 3.723,67
Saldo em 31/12/2023: R$ 53.723,67

Execução em 2024: R$ 0,00
Rendimento de aplicação financeira: R$ 2.465,37
Saldo em 26/08/2024: R$ 56.189,04
",15549
3647,"DISPONIBILIZADO","A emenda parlamentar do Programa 09032022 no valor de R$ 250.000,00 foi utilizada como contrapartida na obra de Pavimentação asfáltica e drenagem da Rua Luiz Zanelato no bairro Encantada. A obra conta com 1585,65 metros de extensão.  
A obra no valor de licitado de R$ 3.860.991,85, pode contar com este valor da emenda para sua execução.

Todos os detalhes dessa obra podem ser observado no site da Prefeitura Municipal de Garopaba, na aba obras e ações.
Link: https://garopaba.atende.net/cidadao/acesso-informacao/obras-acoes/numero/41",17145
3648,"DISPONIBILIZADO","A emenda parlamentar do Programa 09032022 no valor de R$ 250.000,00 foi utilizada como contrapartida na obra de Pavimentação asfáltica e drenagem da Rua Luiz Zanelato no bairro Encantada. A obra conta com 1585,65 metros de extensão.  
A obra no valor de licitado de R$ 3.860.991,85, pode contar com este valor da emenda para sua execução.

Todos os detalhes dessa obra podem ser observado no site da Prefeitura Municipal de Garopaba, na aba obras e ações.
Link: https://garopaba.atende.net/cidadao/acesso-informacao/obras-acoes/numero/41",16133
7356,"DISPONIBILIZADO","A emenda parlamentar no valor de R$ 200.000,00 foi utilizada como contrapartida na obra de Pavimentação asfáltica e drenagem da Rua Luiz Zanelato no bairro Encantada. A obra conta com 1585,65 metros de extensão.  

Todos os detalhes dessa obra podem ser observado no site da Prefeitura Municipal de Garopaba, na aba obras e ações.
Link: https://garopaba.atende.net/cidadao/acesso-informacao/obras-acoes/numero/41",20037
3649,"DISPONIBILIZADO","A emenda parlamentar do Programa 09032022 no valor de R$ 400.000,00 foi utilizada como contrapartida na obra de Pavimentação asfáltica e drenagem da Rua Luiz Zanelato no bairro Encantada. A obra conta com 1585,65 metros de extensão.  
A obra no valor de licitado de R$ 3.860.991,85, pode contar com este valor da emenda para sua execução.

Todos os detalhes dessa obra podem ser observado no site da Prefeitura Municipal de Garopaba, na aba obras e ações.
Link: https://garopaba.atende.net/cidadao/acesso-informacao/obras-acoes/numero/41",21520
8488,"EM_ELABORACAO","PROJETO EM ANDAMENTO",15903
8735,"EM_ELABORACAO","O recurso será destinado a aquisição de equipamentos para a utilização do Centro de Bem Estar Animal que está em fase de execução da obra de construção do imóvel. Sendo assim, informamos que não houve a utilização do recurso até o momento.",18739
7974,"EM_ELABORACAO","Conforme instrução normativa do TCU nº 93, de 17 de janeiro de 2024, a prefeitura municipal de Vieirópolis informa que o objeto que será executado com os recursos da transferência será a Pavimentação de Ruas e Avenidas, será utilizado R$ 350.000,00 referente ao valor de investimento, para a execução dessa obra que será concluída até dezembro de 2025.",16914
8147,"EM_ELABORACAO","CONTRAPARTIDA PAVIMENTAÇÃO
INVESTIMENTO
174.602,82
INFRAESTRUTURA
CONTRAPARTIDA AQUISIÇÃO TRATOR
INVESTIMENTO
175.397,18
AGRICULTURA
SERV. PESSOA JURIDICA (LIMPEZA URBANA)
CUSTEIO
76.154,35
INFRAESTRUTURA
MATERIAL CONSUMO (COMBUSTÍVEL)
CUSTEIO
73.845,65
AGRICULTURA

31/12/2024",15267
8148,"EM_ELABORACAO","PAVIMENTAÇÃO
INVESTIMENTO
339.365,00
INFRAESTRUTURA",20628
16188,"DISPONIBILIZADO","O referido recurso foi utilizado juntamente com outra emenda parlamentar, para a obra de ""Execução de Demolição e Construção da Arquibancada no Estádio Paulo Laray"". A obra foi concluída, conforme laudo de conclusão em anexo.",15078
8309,"EM_ELABORACAO","OBRAS DE URBANIZAÇÃO",21535
4955,"EM_ELABORACAO","Os recursos provenientes desta emenda parlamentar do dep. Felício Laterça, destinados ao Município de Miracema foram utilizados nas seguintes ações : 

Execução de Terraplanagem;
Construção Muro Vedação da Praça Basileu Menezes; 
Aquisição de Arquivos longos de Aço e Móveis em Geral para a Prefeitura Municipal de Miracema ;
Grades Para Fechamento dos Aparelhos de Ar refrigerado da Prefeitura Municipal de Miracema;
Instalação de Iluminação em Quadra de Esportes no Bairro vila Nova;
Construção de Cisterna no Estádio Municipal Plínio Bastos de Barros. 
Aquisição de Veículo para atender as necessidades da secretaria de Desenvolvimento Social




",15843
4811,"DISPONIBILIZADO","Os recursos provenientes da emenda parlamentar do dep. Jorge Braz, destinados ao Município de Miracema foram utilizados nas seguintes ações : 
Reforma do Posto de Saúde Irineu Sodré;
Reforma Prédio do Setor de Licitação;
Pavimentação e drenagem da Vila Jorge Felix;
Reforma Estádio Municipal no Município de Paraíso do Tobias;
Reforma dos Jardins da Praça Ary Parreiras, Praça Salim Damian e Parque de exposições;
Drenagem Pluvial Bairro Proletária;
Reforma e Pintura de esquadrias de Madeira e Escada do Prédio Histórico da sede da Prefeitura Municipal de Miracema;
Aquisição de Veiculo Para Manutenção da  Iluminação Pública;
Reforma Muro Vedação e Drenagem do Cemitério;
Implantação de Infraestrutura Elétrica para Ar condicionado na Escola municipal Capitão João Bueno;
Reforma do Sistema Hidráulico do Prédio Histórico da sede da Prefeitura Municipal de Miracema; 
Aquisição de Móveis e Equipamentos Para Prefeitura Municipal de Miracema

",21648
6772,"DISPONIBILIZADO","Recurso ainda não utilizado.",17052
7881,"DISPONIBILIZADO","Em observância do disposto no artigo 9 da IN TCU de 2024, informo que o objeto foi concluído.",17372
4618,"EM_ELABORACAO","Recurso de custeio para aquisição de material esportivo para a Secretaria Municipal de Esportes, Lazer e Turismo, recurso para aquisição de equipamentos para academias ao ar livre e recursos para aquisição de equipamentos parque infantil",16071
7546,"EM_ELABORACAO","Construção vestiários campo futebol distrito de Mirandópolis",17994
7877,"EM_ELABORACAO","Ano 2022: 
. ainda a detalhar.
Executado: R$  | Saldo: R$ 

Ano 2023:
. ainda a detalhar.
Executado: R$ 0,00  | Saldo: R$ ",19239
7519,"EM_ELABORACAO","Construção de uma praça na Agrovila Nova Fronteira- km 80 faixa, sendo 3.134,99 m² de área urbanizada e 1.318,50m² de área construída, contendo: 
Quiosque; 
Banheiro; 
Playground;
Bancos; 
Postes de iluminação;
Lixeiras. ",15386
16190,"DISPONIBILIZADO","O referido recurso foi utilizado parciamente, para a obra de ""Execução de Demolição e Construção da Arquibancada no Estádio Paulo Laray"". A obra foi concluída, conforme laudo de conclusão em anexo.",21345
7880,"EM_ELABORACAO","Ano 2022: 
. ainda a detalhar.
Executado: R$  | Saldo: R$ 

Ano 2023:
. ainda a detalhar.
Executado: R$ 0,00  | Saldo: R$ ",20345
4710,"EM_ELABORACAO","Obras de construção da Praça de Esportes de Taiobeiras, Ampliação do CRAS, Construção de calçadas, aditivo pavimentação asfáltica e pagamento parcial medição contrução do IML municipal, construção de praça.",20107
16053,"DISPONIBILIZADO","A emenda especial foi destinada à aquisição de combustíveis para a frota de veículos do município. O objetivo principal era garantir a continuidade e a eficiência dos serviços públicos prestados à população, assegurando que os veículos utilizados pelas diversas secretarias municipais pudessem operar sem interrupções.

Aquisição de Combustíveis: Com os recursos da emenda, foram adquiridos combustíveis (diesel e gasolina) para abastecimento da frota municipal. A frota inclui veículos utilizados para transporte escolar, serviços de saúde, coleta de lixo, manutenção urbana, fiscalização, entre outros serviços essenciais. A compra seguiu todas as normas e procedimentos legais, visando transparência e eficiência na utilização dos recursos públicos.

Benefícios: A aquisição de combustíveis proporcionou os seguintes benefícios:

Continuidade dos Serviços Públicos: Garantiu que os serviços de saúde, educação, infraestrutura, e outros, fossem realizados sem interrupções, contribuindo para o atendimento contínuo das necessidades da população.
Maior Eficiência Operacional: Com o abastecimento regular da frota, foi possível otimizar a logística de serviços essenciais, reduzindo atrasos e melhorando a eficiência das operações municipais.
Melhoria na Gestão de Recursos: A utilização dos recursos da emenda para a compra de combustíveis contribuiu para uma melhor gestão financeira, permitindo que o orçamento municipal pudesse ser direcionado a outras prioridades.

Conclusão: A aplicação dos recursos da emenda especial para a aquisição de combustíveis cumpriu seu objetivo de assegurar o funcionamento contínuo e eficiente dos serviços prestados pela frota de veículos do município. Essa medida foi essencial para manter a qualidade do atendimento à população e garantir que as operações municipais fossem realizadas de forma ágil e ininterrupta, beneficiando diretamente os cidadãos e contribuindo para a gestão sustentável dos recursos públicos.",14210
16061,"DISPONIBILIZADO","A emenda especial foi destinada à reforma e ampliação da Unidade Básica de Saúde (UBS) localizada no município. O objetivo principal era melhorar a infraestrutura da UBS para oferecer um atendimento mais eficiente, confortável e acessível à população, ampliando a capacidade de serviços de saúde e garantindo melhores condições de trabalho para os profissionais.",18097
10647,"EM_ELABORACAO","Revitalização da Praça do bairro Cidade Morena. Valor executado R$ 75.446,28 . NF 140, 141, 145, 154 . Fornecedor: BML Produtos e Serviços Ltda.",20709
8060,"EM_ELABORACAO","Pavimentação em Paralelepipedos na Ladeira do Sitio Jardim - Zona Rural - Obra em andamento, será concluida: 11/05/2024",17848
8062,"EM_ELABORACAO","Construção do Abatedouro Público na Zona Rural deste Municipio - Obra em andamento, conclusão prevista em: 30/09/2024",21565
7273,"DISPONIBILIZADO","Pagamento de assadeiras que irão compor uma Agroindústria da Associação  Platinense dos agricultores familiares sendo equipamentos de panificação..",18703
10646,"DISPONIBILIZADO","Melhoria de estrutura para Escola Múcio Teixeira. Valor executado R$  281.302,31. Processo 50451/2023-45. Fornecedor: Construmax Contruções Ltda.",20710
10710,"DISPONIBILIZADO","RELATÓRIO DE GESTÃO PARCIAL

	               A obra a ser executada oriunda da emenda federal nº 09032022-017151 destinada a infraestrutura urbana de Formosa do Sul está em fase de elaboração e aprovação. A utilização do recurso está sendo previsto para um projeto de recapeamento que está atualmente em desenvolvimento, passando pelas seguintes etapas:
Diagnóstico e Planejamento: Nesta fase, foi realizado um levantamento detalhado das condições atuais das ruas que necessitam de recapeamento, bem como a definição das prioridades e extensão dos trabalhos a serem realizados.
Elaboração do Projeto: Com base no diagnóstico, está sendo elaborado um projeto técnico que contempla todas as especificações necessárias para a execução do recapeamento, incluindo materiais, métodos de execução e cronograma de obras. Este projeto deve seguir todas as normas técnicas e regulatórias vigentes.
Licitação: Com o projeto aprovado, será realizado um processo licitatório para a contratação da empresa que executará o recapeamento. 
	               É importante salientar que cada uma dessas etapas é crucial para o sucesso do projeto e para a utilização eficiente dos recursos federais. Qualquer precipitação ou falha no planejamento pode resultar em desperdício de recursos, atrasos ou até mesmo na paralisação das obras.
               Portanto, para melhor utilização da emenda federal se faz necessário cumprir todas essas etapas de forma criteriosa, garantindo que o recapeamento das ruas de Formosa do Sul seja realizado com a qualidade esperada e dentro das normativas exigidas.
",17151
10331,"DISPONIBILIZADO","AQUISIÇÃO DE VEÍCULOS E EXECUÇÃO DE OBRA.
Relatório de Gestão (parcial) e demais documentos consta em anexos.
",18637
1427,"DISPONIBILIZADO","RECURSOS DESTINADOS NA AREA DE INVESTIMENTO DE EQUIPAMENTOS",18541
1423,"DISPONIBILIZADO","Parecer do relatório de gestao para execução de recursos para aplicação em investimentos no Município.",20825
6858,"DISPONIBILIZADO","1 - Dados da Contratação

Empresa Contratada: AGV Sinalizações Ltda
Número Licitação: Tomada de Preços 14/2022
Número Contrato: 73/2022
Valor Executado: R$ 259.454,44

2 – Relatório Consubstanciado da Execução
Ações Programadas: 
Contratação de empresa especializada para execução de obra de pavimentação asfáltica e sinalização viária na Travessa Idovino Simonato – Formosa do Sul/SC. 
Ações Executadas: 
Contratação de empresa especializada para execução de obra de pavimentação asfáltica e sinalização viária na Travessa Idovino Simonato – Formosa do Sul/SC. 

3 - Benefícios Alcançados: 
Mobilidade de qualidade à população, maior segurança no trânsito, incentivo a novos empreendimentos e desenvolvimento econômico e social.
",17396
1426,"DISPONIBILIZADO","EMENDA DESTINADA PARA AQUISIÇAO DE EQUIPAMENTOS E DEMAIS INVESTIMENTOS.",18314
1428,"DISPONIBILIZADO","RECURSOS DESTINADOS PARA INFRAESTRUTURA NO MUNICIPIO",21318
1573,"DISPONIBILIZADO","Os recursos indicados para investimento serão utilizados pelo Município de Santa Cecília, Estado de Santa Catariana, através de seu fundo municipal de saúde , para aquisição de  um aparelho de um aparelho de ultrasom para o atendimento neonatal, pediátrico, adulto e obesos mórbidos  para serem utilizados no Hospital Dia Municipal Henedina Granemann Auerswald, Pronto atendimento Municipal e assistência às gestantes, também serão utilizados para a aquisição de equipamentos para melhoria e modernização do atendimentos prestados de fisioterapia, modernizando tal setor e garantindo um atendimento com segurança e equidade para o cidadão ceciliense que necessite de atendimento em saúde.
",20521
7876,"EM_ELABORACAO","Ano 2022: 
. ainda a detalhar.
Executado: R$  | Saldo: R$ 

Ano 2023:
. ainda a detalhar.
Executado: R$ 0,00  | Saldo: R$ ",17554
